202,r015s004.zp31l10c01,4U CC EGS,5645,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,Kernel OTC
203,r015s005.zp31l10c01,4U CC EGS,5646,Maintenance,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
204,r015s006.zp31l10c01,4U CC EGS,5647,Maintenance,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
205,r015s007.zp31l10c01,4U CC EGS,5648,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
206,r016s001.zp31l10c01,4U CC EGS,5635,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,PV-Interop
207,r016s002.zp31l10c01,4U CC EGS,5636,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Debug
208,r016s003.zp31l10c01,4U CC EGS,5637,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,PV-Interop
209,r016s004.zp31l10c01,4U CC EGS,5638,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,PV-Interop
210,r016s005.zp31l10c01,4U CC EGS,5639,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,PV-Interop
211,r016s006.zp31l10c01,4U CC EGS,5640,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,PV-Interop
212,r016s007.zp31l10c01,4U CC EGS,5641,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,PV-Interop
213,r018s001.zp31l10c01,4U CC EGS,4777,Maintenance,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
214,r018s002.zp31l10c01,4U CC EGS,4778,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
215,r018s003.zp31l10c01,4U CC EGS,4779,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
216,r018s004.zp31l10c01,4U CC EGS,4780,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Security
217,r018s005.zp31l10c01,4U CC EGS,4781,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Security
218,r018s006.zp31l10c01,4U CC EGS,4782,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Security
219,r018s007.zp31l10c01,4U CC EGS,4783,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
220,r019s001.zp31l10c01,4U CC EGS,4784,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,PV-Interop
221,r019s002.zp31l10c01,4U CC EGS,4785,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,Seamless
222,r019s003.zp31l10c01,4U CC EGS,4786,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,Seamless
223,r019s004.zp31l10c01,4U CC EGS,4787,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,RASP CPS Flashing
224,r019s005.zp31l10c01,4U CC EGS,4788,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IO subsystem
225,r019s006.zp31l10c01,4U CC EGS,4789,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
226,r019s007.zp31l10c01,4U CC EGS,4790,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,PV-Interop
227,r020s001.zp31l10c01,4U CC EGS,4791,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,Seamless
228,r020s002.zp31l10c01,4U CC EGS,4792,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Automation
